MBKOM;NAKOM;SNKOM;RBGR;ADKOM
2000299;RESTORAN VRBICA 160-56000-80;RESTORAN VRBICA;00022;
2000300;SILUX 160-423299-06;SILUX;00159;
2000301;TDM BEOGRAD 340-13386-27;TDM;00159;
2000302;MACOLA 330-50001194-23;MACOLA;02450;
2000303;NIKOLA JEVTIC 325-9500700035974-40;NIKOLA JEVTIC;02917;
2000304;TERMOPLAST doo 285-2291000000890-17;TERMOPLAST;00159;Mikenska 16  M.M.Lug
3332002;Inter Tech Handels GmbH AUSTRIJA;INTER TECH AUSTRIA;03254;
1222132;APIS CENTAR d.o.o.k.d. HRVATSKA;APIS CENTAR HRVATA;00159;
2000305;KNJIZARA ES MSM 330-50000828-54;KNJIZARA ES MSM;02450;
2000306;PODRUM RADOVAN 160-267678-08;PODRUM RADOVANOVIC;01307;
2000307;EXTRASPED 205-84537-35;EXTRASPED;00250;
1008128;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;01389;Svetog SAVE 1
2000308;ADVOKAT SPASIC RADOSLAV 355-5507958-10;ADVOKAT SPASIC RAV;02450;SVETOG SAVE 14
2000309;"FAZI doo 125-1768564-16;";FAZI;00159;BILECKA 30/3
2000310;AUTO SERVIS MALISA M 200-277162010193309;AUTO SERVIS MALISA;02895;
2000311;ELMA TT DOO 355-1018804-89;ELMA TT;00043;GLAVNA 85
2000312;STUDIO ZA PROJEKTOVANJE KONIN 200-283762;STUDIO ZA PROJEK;01795;
2000313;DIKTI LINE 155-22031-71;DIKTI LINE;00159;
2000314;PAL MAL 16036133061;PAL MAL;02801;
2000315;PLATTNER d.o.o. 265-2110310000122-65;PLATTNER;00042;Novosadski put 19
2000316;"ICI 340-11011300-59;";ICI;03120;
2000317;CONEX TRANSPORT 160-427972-52;CONEX TRANSPORT;02450;
2000318;BDD TESLA CAPITAL a.d. 150-43237-19:;BDD TESLA CAPITAL;00159;CVIJICEVA 129
2000319;ALPHA COPY SYSTEMS 200-285600101873-87;ALPHA COPY SYSTEMS;00159;
1011529;PJSC MARIUPOL;MARIUPOL;00159;
2000320;KINGSPAN 275-10222101250-09;KINGSPAN;00159;
2000321;ADDIKO BANK 908-16501-42;ADDIKO BANK;00159;
2000322;KALKOM D.O.O 205-2617-94;KALKOM;00159;SIBNICKA III 14
2000323;"HENNLICH d.o.o.  265-104031000428-35;";HENNLICH;00159;SVETOZARA MARKOVICA 3/4
2000324;GREJAC PLUS d.o.o. 310-203006-64;GREJAC PLUS;00997;STEFANA PRVVOVENCANOG 151
2000325;DELTEX d.o.o.  105-800714-92;DELTEX;01796;CARINSKA 1
2000326;SERVICE MARINKO MAjSTOR 330-50001199-08;SERVICE MARINKO MA;02450;I SRPSKOG USTANKA 123/2
2000336;DELTAGRAF D.O.O. 160-39287-70;DELTAGRAF;02449;BEOGRADSKI PUT 29
2000335;"SZTR LICANKA 200-2580470201887-81;";LICANKA;02450;MLADENOVACKI PUT BB
2000337;AUTO CENTAR IVKOVICI 2000 205-187087-69;AUTO CENTAR IVKOVI;02450;
2000338;HALCOM 275-0010222240965-98;HALCOM;00159;
2000339;HANSA-FLEX d.o.o. 265-1040310002202-48;HANSAFLEX;01255;MILICE MILJOJKOVICA 15
2000340;INTERSPED SPEDICIJA 160-194348-02;INTERSPED SPEDICIA;01796;
2000341;TRANS UNIJA D.O.O. 220-0000000137021-18;TRANS UNIJA;01975;RADE KONCARA 1
2000345;PANKOMERC 155-967-19;PANKOMERC;02099;
2000346;BUBANJAC 205-169459-88;BUBANJAC;02450;
2000347;SRPSKI KLJUC 160-168725-47;SRPSKI KLJUC;02450;
2000348;RT TRANS 170-30012936000-12;RT TRANS;03120;
2000349;TEHNOMOTIVE DOO 265-6130310000010-89;TEHNOMOTIVE;00159;SAVSKA 27C
2000350;PAVLE-GASKOM 340-11410693-24;PAVLE GASKOM;02449;MILOJA DJAKA 4/3-12
1006099;JP EPS Ogranak TE-KO Kostolac;TE-KO;01232;Nikole TESLE 5-7
1006100;JP EPS Ogranak TE-KO Kostolac;TE-KO;01232;Nikole Tesle 5-7
1008129;RB KOLUBARA;KOLUBARA;01389;Svetog Save 1
2000351;AGROMARKET D.O.O. 330-3000659-03;AGROMARKET;01759;12 FEBRUAR 24
2000353;ITC SYSTEM GROUP D.O.O.;ITC SYISTEM GROUP;02620;KRALJA PETRA I 62
2000354;3D UNO 340-28295-17;3D UNO;01796;SELJACKIH BUNA 47
1008009;POWER GEN;BEOGRAD;00159;Bulevar Zorana Dindica81
2000355;Addiko Bank  165-7007223115-77;ADDIKO BANK;00159;Bulevar Mihajla Pupina 6
2000358;TROKUT TEST D.O.O. 170-30015226000-37;TROKUT TEST;00159;GRCICA MILENKA 67
2000359;POLIKLINIKA BEO-LAB PLUS;POLIKLINIKA;00159;RESAVSKA 58-60
2313213;ALJBERANI LOGISTIKS RUSIJA;ALBERANI RUSIJA;00159;
2000357;JMZ-FEM AGENCIJA ZA PROJEKTOVANJE;JMZ FEM;01255;IBARSKIH RUDARA 9/26
2000360;4M D.O.O 150-24855-69;4M;01550;
2000361;ZASTAVA METAL AD 160-8238-97;ZASTAVA METAL;02268;ZELEZNICKA BB
2111131;TEPLOENERGOMONTAZ RUSIJA;TEM RUSIJA;00159;
1006185;RB KOLUBARA;RB KOLUBARA;01389;Svetog Save br.1
2000356;BIS PAL 160-97846-60;BIS;02450;
2000352;KRISTINA KOKOTOVIC 325-9500700031217-52;KRISTINA KOKOTOVIC;02895;
2000363;COM TRADE 275-10223021219-43;COM TRADE;00159;PARTIZANSKE AVIJACIJE 12
2000364;PANON THERM ZTR i PB;PANON THERM;00042;IVE LOLE RIBARA 184
2000362;SUDSKI TUMAC VLAD.JOCIC 170-10162940000-;SUDSKI TUMAC;02450;
2000365;MBM STAKLO 155-29894-53;MBM STAKLO;01796;MOJKOVACKA 13
1132113;HELMIG HYDRAULIK GmbH GERMANY;HELMIG GERMANY;00159;
2000367;GR VLADAMONT-SP 275-10227128591-31;GR VLADAMONT;02450;NJEGOSEVA 10
2000366;ZIVANOVIC NAMESTAJ275-10227630151-15;ZIVANOVIC;02450;BREGALNICKA 2
2000368;SALON ON LINE 160-374429-49;SALON ON-LINE;01255;
2000369;"FORMA IDEALE DOO 170-9540-09;";FORMA IDEALE;01255;Skladisni centar 13
2000370;"MGC-ELEKTRONIK doo 165-2909-48;";MGC ELEKTRONIK;01759;Koste STAMENKOVICA 9
2000371;JUGOSMED D.O.O. 205-31669-44;JUGOSMED;02449;KOLARSKI PUT 330
2000372;JAPI COM DOO 330-15004105-42;JAPI COM;01796;Rumenacka 13
2000373;"VAR SISTEM D.O.O. 160-446096-97;";VAR SISTEMDJ;00159;BANA IVANISA 15a/7
1006101;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;Nikole Tesle 5-7
2000374;DOO MAS 1993 200-2798190101933-75;MAS 1993;02895;KRALJA ALEKSANDRA I 103
2000375;OTP VOJVODJANSKA BANK325-950060001364937;OTP              A;02450;
2000376;ZAVOD ZA ZDRAV.ZASTITU RADNIKA ERGO-SANA;ZAVOD ZA ZDRAV.ZAS;00159;KNEZA MILOSA 45A
2000377;KAROVIC-PRODUKT 160-12977-42;KAROVIC PRODUKT;03057;
1006186;RB KOLUBARA;KOLUBARA;01389;Svetog Save br 1
1006187;RB KOLUBARA;RB KOLUBARA;01389;Svetog Save br.1
1006102;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;Nikole Tesle 5-7
2000378;GARAZA JOZIC D.O.O. 170-30015015001-12;GARAZA JOZIC;00793;DJURE JAKSICA 37
2000379;IMPORTEX D.O.O 340-11010153-08;IMPORTEX;03023;K.S.Prvovencanog 177/18
1006104;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;Nikole Tesle 5-7
2000380;BIROTEHNA D.O.O. 285-2501000000063-90;BIROTEHNA;02449;KARADJORDJEVA 21
1006103;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;Nikole Tesle 5-7
2000381;"SIPATEC BUILDING DOO 170-30025512000-65;";SIPATEC;00159;KRONSTATSKA 5
2000382;BOSANAC BETON 160-215843-22;BOSANAC BETON;01673;IVE ANDRICA 1/B
2000383;LAZZARO MILOS RISTIC 1705000866600092;LAZZARO MIL.R.;00159;CEDE VASOVICA 36
2000384;AUTO SERVIS MALISA M 200-277162010193309;AUTOSERVIS M;02895;PERE TODOROVICA 22
2000385;PINDOVIC TRANSPORT D.O.O. 160-350583-98;PINDOVIC;00159;RUZINA 38a
1313211;BENTLEY SYSTEMS INTERNATIONAL LIM. IRSKA;BENTLEY IRSKA;00159;
2000386;LOGO D.O.O. 205-1388-95;LOGO;00159;BUL.KRALJA ALEKSANDRA 261
0001331;TMH TOSMASCHINEN HANDELSGES AUSTRIJA;TMH TOSMASCHINEN A;00159;
2000388;SZAF ConsultingTrade and Productin doo:;CONSULTING;02915;VOJVODE MILENKA 11
2000389;INTERAUTO 220-8284-72;INTERAUTO;00440;SKADARSKA 7
2000390;GPRA VLADAMONT-SP 275-10227128591-31;VLADAMONT-SP;02450;I SRPSKOG USTANKA
2000391;AGROPANONKAdoo 285-1001000000768-43;AGROPANONKA;01796;FILIPA VISNJICA 10
2000392;FENIX-OIL STR 355-1089475-21;FENIX-OIL;00440;IBARSKA 22
2000393;ENERGOTEHNIKA-JUZNA BACKA DOO,,;ENERGOTEHNIKA;01796;Put novosadskog part.od.1
2000394;RETAM D.O.O 16013317-89;RETAM;00440;KABLARSKA 19
2112112;HK HYDRAULIK - KONTOR GMBH NEMACKA;HK HYDRAULIK NEMAC;00159;
1006105;TE-K0 KOSTOLAC;TEKO;01232;
2000398;TEHNO S 285-2211000000141-45;TEHNO S;02325;
1233212;TUBIMEC ITALIJA;TUBIMEC ITALIJA;03257;
2311112;DEFONTAINE S.A. FRANCUSKA;DEFONTAINE FRANCUA;00159;
2000395;LJUBA KOP 2011 330-50000829-51;LJUBA KOP;02450;GLIBOVAC
2123123;SPECTACULAR DOO CRNA GORA;SPECTACULAR CRNA G;00159;
2000396;SL-ALATI D.O.O. 145-17258-96;SL ALATI;01796;PLITVICKA 7
3312131;BALKANSKO ECHO LTD BUGARSKA;BALKANSKO ECHO BUG;00159;
2000397;SIKA SRBIJA D.O.O 160-344424-48;SIKA SRBIJA;02661;PATRIJARHA PAVLA 1
1211231;FAMUR FAMAK S.A. POLJSKA;FAMUR FAMAK POLJSK;03272;
3211111;ROXTEC DOO HRVATSKA;ROXTEC HRVATSKA;00159;
2000399;SYSTEMAIR D.O.O 125-1767816-29;SYSTEMAIR;00159;
2000400;P.P. GILE GAS DOO 205-42626-56;GILE GAS;01648;OSTRIKOVAC-GILJE
2000401;TERMOVRACAR 205-2522-88;TERMOVRACAR;00159;
2000402;FORUM MEDIA D.O.O 170-0030006230000-18;FORUM MEDIA;00159;BUL.DESPOTA STEFANA 62
2000403;FEROMONT OPREMA AD 310-212410-79;FEROMONT OPREMA;01927;SKADARSKA 77
2000406;JINIOR AUTO SZTR MARKO MARKOVIC 265665;JUNIOR AUTO SZTR M;02450;VOJVODE STEPE BB
2000407;GLOBALEX 205-187310-79;GLOBALEX;01796;
2000408;AUTO KUCA ZASTAVA DOO 340-11010596-37;AUTO KUCA ZASTAVA;00159;VOJVODE STEPE 318
2000409;FOKUS POINT D.O.O 220-114843-10;FOKUS POINT;02586;VOCARSKA 7
2000410;"FERO TOOLS D.O.O 170-0030027570000-18;";FERO TOOLS;00159;BULE.DESPOTA STEFANA 62/8
2000411;"FLUX TEHNOLOGY 160-366842-15;";FLUX;00159;
2000412;DOO ,,RASA BONAMIVA,,265-6410310004150-3;RASA BONAMIVA;02449;MILOSA VELIKOG 42/2
2000413;GREEN INZENJERING DOO 205-217771-70;GREEN;01255;BUL.KRALJICE MARIJE 54K
2000414;MISA FRIGO 275-0010222139277197;MISA FRIGO;01673;MILEVE MARIC 18
2000415;AUTOSERVIS Milos Milosevic;AUTOSERVIS MILOS M;02895;VOJVODE MISICA 348
2131232;LLC KRANKOMPLEKT PLANT UKRAJINA;LLC UKRAJINA;00159;
2000416;FORTE D.O.O 325-9500900015071-86;FORTE;00159;Kralja Vladimira 12
2000417;COMPACT MM TRADE 205-148960-87;COMPACT MM;00159;
1331331;ROLLIX LA BRUFFIERE FRANCUSKA;ROLLIX FRANCUSKA;00159;
2000418;PD AVALA AD 160-5048-64;AVALA;02098;
2000419;AUTO DIZALICE JANKOVIC;AUTO DIOZALICE JAN;02895;FILIPA FILIPOVICA 25
1113221;NILOS Gmbh & Co. KG NEMACKA;NILOS NEMACKA;00159;
2000420;RIVAL 355-1047885-49;RIVAL;02450;
2000421;VLANIK D.O.O 330-2400507-19;VLANIK;01261;F.Visnjica 9/E
2000422;GUMSTIC NS310-200609-77;GUMATIC NS;01796;
2000426;TEHNORADIONICA AD 160-10865-73;TEHNORADIONICA;03147;PETRA DRAPSINA 1
2000427;DRAMIKOM 160-348607-12;DRAMIKOM;00159;
2000428;INSTITUT ZA kvalitet radne iziv.sred.1.m;INSTITUT ZA KVALIT;01759;
2000429;SMER D.O.O 205-2218-30;SMER;03120;ZIVKA PETROVICA 88
2000430;TERMOENERGETIK PLUS 170-30005764000-54;TERMOENERGETIK;00159;
2000431;MINEL TRAFO D.O.O 275-10224962078-85;MINEL TRAFO;01673;
2122131;OKOS LLC RUSIJA;OKOS LLC RUSIJA;00159;
2000432;ENING d.o.o. 205-249470-33;ENING;02586;Marije V.Tosinice 22/a
2000433;FENIKS Trgovina na veliko i malo;FENIKS TRGOV.NA V;00997;STANOJA GLAVASA 9/3
2000434;ELEKTROMETAL PLUS DOO 160-349923-41;ELEKTROMETAL PLUS;03064;VOJVODE KNICANINA 4
2000435;SRF OPTIMUS D 265-6650310000429-15;OPTIMUS D;00777;GLIBOVAC
2000436;BALKANSKI SAVET ZA ODRZIVI RAZVOJ I EDUK;BALKANSKI SAVET;03120;
2000437;SUDSKI TUMAC ZA RUSKI 170-1094730000-30;SUDSKI TUMAC;02450;
2000438;AUTO CENTAR BOKE;AUTO CENTAR BOKE;01232;
2000439;"V GLASS 330-50001244-67;";V GLASS;02450;
2000440;IT INZENJERING DOO 205-11477-92;IT INZENJERING;00159;Bul.Peka Dapcevica 13
2000441;VLADEX 170-30013157000-07;VLADEX;02882;
2000442;NIKODIJEVIC D.O.O 275-10229071893-19;NIKODIJEVIC;02450;
2000343;LUCA PLUS D.O.O. 330-50001241-76;LUCA PLUS;02450;SINDJELICEVA 45
2000443;"SZTR LIMES 160-351761-56;";LIMES;02620;DIMITRIJA KATICA bb
2000444;TRIM SPORT PLUS 205-217617-47;TRIM SPORT PLUS;02450;
2000445;ADVOKAT ZORAN JOVICIC 250-16100017157806;ADVOKAT;02450;
2000446;REPUBLICKI HIDROMETEOR.ZAVOD 840-3096845;REPUBLICKI H;02450;
2000447;AVENIJA MB 155-29582-19;AVENIJA MB;00159;
1122112;CHINA MATERIAL HANDLING TECH EN.LTD KINA;CHINA MHT-EL KINA;00159;
2000448;BAR GREEN 160-342836-59;BAR GREEN PRO;02450;
2000449;JUGPSOVERO 205-126224-07;JUGOSOVERO;00159;
2000450;ELKOND GORENJE 160-920575-38;ELKOND;02377;
2000451;JAKOV SISTEM 160256583-22;JAKOV SISTEM;01759;
2000452;"SZR PROMETAL 355-1024297-03;";PROMETAL;02450;SKOJEVSKA 22
2000453;TKA TRANSPORT KOMBI AS d.o.o.;TKA TRANSPORT;01307;NIKOLE PASICA 142
1008822;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;01389;Svetog Save BR. 1
1004001;ATB SEVER MAK dooel;SEVER;02419;
2000454;VECO WELDING 160-339236-92;VECO WELDING;03147;
0012311;MIWEL LIMITED KIPAR;MIWEL KIPAR;00159;
2312212;AO INTEHKOM RUSIJA;INTEHKOM RUSIJA;00159;
2000456;JUGODIN DOO 355-1127148-07;JUGODIN;00001;Secanski put 79
2000457;DUKEN DOO 160-255129-19;DUKEN;00159;VINOGRADSKI VENAC 22/6
2000458;GOSA RSC d.o.o.:;RSC;02450;Industrijska 70
2234444;OOO SAFIN RUSIJA;OOO SAFIN RUSIJA;00159;
0000300;DIREKTNA BANKA AD KRAGUJEVAC;DIREKTNA BANKA AD;01255;
2000460;M.Military Original Clothing;MILITIARY;00159;M SOLAHOVA 91
2000462;RIBAREVA PRICA UR 170-50025836000-02;RIBAREVA PRICA;02450;DOKTORA RAJSA 3
2000463;RESTORAN SUMADIJSKI HRAST DOO;SUMADIJSKI HRAST;01586;OSMOG OKTOBRA BB
2000464;"HIDRAULIKA M 340-11408567-97;";HIDRAULIKA M;03044;VRBOVAC BB
2000465;"ANIKON50-3200000425780-61;";ANIKON;01759;PANTELEJSKA 57A
2000466;VOLCANO refractorybricks and monolitic;VOLCANO;03147;XII VOJVODJANSKE BRIGADE
2000467;TRACON d.o.o. 160-387651-56;TRACON;00043;MORAVSKA 26
1212125;M.A.T. MALMEDIE ANTRIEBSTECH.  NEMACKA;MALMEDIE NEMACKA;00159;
2000468;MILITARY ORIGINAL 170-30016221001-15;MILITARY;00159;
1088123;RB KOLUBARA;KOLUBARA;01389;Svetog SAVE br 1
1088124;RB KOLUBARA;KOLUBARA;01389;
1006106;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;
2000469;POWER GEN DOO 340-11012745-89;POWER GEN;00159;Bul.Zorana Djindjica81/11
2000470;"ORLIKON ZTR 355-1137287-48;";ORLIKON;03057;STULAC
2000471;"TN TOOLS PROFESSIONAL 205-251604-33;";TN TOOLS;00095;M. STEVANOVICA 3
2000472;MIG TEAM 015 355-3200562801-70;MIG TEAM;02801;RADMILE COSIC 7
2000473;RAJAN d.o.o. 355-1002168-42;RAJAN;01796;Auto put za Novi Sad 150
2000474;"OSA RACUNARSKI INZENJERING d.o.o.;";OSA RAC.INZ.;00159;TAKOVSKA 45/VI
2000475;NIRI ISTR.RAZV.INST.105-430-97;NIRI;01759;HAJDUK VELJKOVA 3
2000476;TRAKON ELECTRIC 160-387651-56;TRACON;00043;
2000478;JKP OPSTINSKA GROBLJA 160-382522-20;OPSTINSKA GROBLJA;02450;MIKE GOLUBOVICA BB
2000479;STRIDON GROUP D.O.O. 170-30022217000-86;STRIDON;00159;BORIVOJA STEVANOVICA 9/28
2123232;FUGO SP.Z.O.O. POLJSKA;FUGO POLJSKA;00159;
2000480;SUR MORAVSKI HLAD 170-50011102000-72;MORAVSKI HLAD;02450;VUKA KARADZICA 65
2000481;EUS KONKURSI 205-250610-08;EUS KONKURSI;01927;RUZINA 4
1112313;RINGFEDER POWER TRANSMISSION GMBH NEMACK;RINGFEDER NEMACKA;00159;
2000477;UIRS udruzenje internih revizora;UIRS;00159;KICEVSKA 15/2
2000482;RSM ADVISORY D.O.O. 160-7932-45;RSM;00159;BULEV. MIHAILA PUPINA 10
2000483;RACUNOVODSTVO D.O.O. 355-1040232-19;RACUNOVODSTVO;00159;NJEGOSEVA 19
2000484;SOUTH PROTECTION 265-4050310000304-04;SOUTH;00759;MILOSA OBILICA bb
2000485;CBS INTERNACIONAL 155-29627-78;CBRE;00159;OMLADINSKIH BRIGADA 88b
2000486;OLIMPIA COMERCE D.O.O. 105-1634-74;OLIMPIA;01759;KOZARACKA 25
1231322;HUNOR d.o.o. HRVATSKA;HUNOR HRVATSKA;00159;
2000489;SREDJO DOO RESTORAN SPLAV 160-335647-92;RESTORAN STEDJO;02895;ZABARSKI MOST BB
2000488; AIK Banka;AIK BANKA;00159;
1001951;AO VIKSA;VIKSA;00159;
2000487;"AC PEDA 275-10228673630-59;";AC PEDA;00997;
1123111;TRADE ENGINEERING LTD BUGARSKA;TRADE ENGIN. BUGAR;00159;
1211311;TRADE ENGINEERING LTD BUGARSKA;TRADE BUGARSKA;03264;"JKJL;"
1111311;TRADE ENGINEERING LTD BUGARSKA;TRADE LTD BUGARSKA;00159;
1001211;TRADE ENGINEERING LTD BUGARSKA;TRADE BUGARSKA;00159;
2000490;UR MORAVA PLUS 160-441707-72;MORAVA PLUS;02895;ZABARSKI MOST BB
2313222;RALEX LINE s.r.o. CESKA;RALEX CESKA;00159;
2000491;INO-METAL;INO-METAL;02449;B.Nusica 9/10
2000492;PEGAZ CENTAR DOO 160-323963-30;PEGAZ;01796;PRIMORSKA 58
2000493;AGRO-LAND D.O.O. 220-51456-51;AGRO-LAND;00119;ZITNA br.1
2000495;EDIGITAL 265-6180310000665-08;EDIGITAL;02450;RUDINE 15
2000496;GIARDINO U.R. 330-0000050001156-40:;GIARDINO;02450;Trg Heroja 20
2121111;MONDIAL COLOR SRL ITALIJA;MONDIAL ITALIJA;00159;NKLL
1323211;ROMER FORDERTECHNIK GMBH NEMACKA;ROMER NEMACKA;00159;
2000497;pp;PP;00159;";;"
1133113;UNIONOTEL RUMUNIJA;UNIONOTEL RUMUNIJA;03269;
2000498;MEAN WELL170-30029182000-50;MEAN WELL;02801;DONJI RIBNIK BR.18
0009999;9999;999;00009;
2000500;g;G;03157;g
2000501;AUTOCENTAR BOKE 205-221801-08;AUTOCENTAR BOKE;01232;KARADJORDJEVA BB
2000502;APOTEKA NANA 5 160-161410-70;APOTEKA NANA 5;02098;NEMANJINA 68
4544411;TAS SCHAFER GMBH NEMACKA;TAS NEMACKA;00159;KBMMM
2000503;INTER HIT ELEKTRONIC 160-9089-66;INTERHIT;01759;NOVOPAZARSKA 11
2000504;WASI D.O.O 2204848928;WASI;00159;PANCEVACKI PUT 38
1004004;MMAS energija;MAMS;00159;Vuka Karadica 7 a
1004008;MAMS energija;MAMS;00159;
2000505;PRO-JUS DOO 160-512664-19;PRO JUS;00159;RASTKA NEMANJICA 41
2000507;N.P.R. PANTIC D.O.O 330-15006375-22;PANTIC D.O.O;01796;ORLOVICA PAVLA BR.5
2000508;POLIESTER CEVI 205-178603-10;POLIESTER;02135;4.SANDZACKE
2000509;"WELDGAS 165-15502-02;";WELDGAS;00159;VARDARSKA 6A
2311122;HACIBALI - HCB TURSKA;HACIBALI TURSKA;00159;
1006107;TE-KO;TEKO;01232;Nikole Tesle 5-7
1130113;AMT-METRIKS B I H;AMT B I H;00159;"JHLJL;L;"
2123113;JPSC UZHMORMONTAZH UKRAINA;JPSC UKRAINA;00159;
2000510;LA FANTANA 220-80705-89;LA FANTANA;00159;
2000511;AUTOSERVIS GANG 265-6650310000549-43;GANG;03000;
2000512;THE HOME DESING DJANKOVIC 265-6650310000;DJANKOVIC;02450;CRVENE ARMIJE 68
2000513;MEGA SHOP ALATI DOO 170-30005241000-30;MEGA SHOP;01759;GOSTIVARSKA BB
2000514;LAZAREVIC SISTEM 160-454116-93;LAZAREVIC SISTEM;01255;VLADE ELEZA CRNOG 63
2000517;"AUTOCENTAR IVKOVIC 205-187087-69;";AUTOCENTAR IVKOVIC;02450;
3232123;ROMER FORDERTECHNIK GMBH NEMACKA;RFT NEMACKA;00159;
2000515;ZICA BEST160-37599798;ZICA BEST;02449;VUCAK BB
1115441;ESCO COUPLINGS BELGIJA;ESCO BELGIJA;00159;"KLKK;L"
2000516;"PP R.B DOO 220-7049-91;";PP RB;00159;LJUBINKE BOBIC 6/6
2000518;IVNES METALNE KONSTR.200-297961010101705;IVNES;02276;KARADJORDJA PETROVICA 39
1008823;RB KOLUBARA;KOLUBARA;01389;Svetog Save 1
2000519;GALEB SIGNALIZACIJA DOO 105-13455-16;GALEB SIGNALIZACIJ;02625;POCERSKA 111
2000520;ELITE REAL ESTATE 160-428730-09;ELITE REAL;00159;BRACE KOVAC 23
2000521;AUTRONIKA 275-2022164717998;AUTRONIKA;02450;
2000522;PIXEL PLUS 265-1060310000220-74;PIXEL;00159;MIHIZOVA 22
2000523;MGM-ITI 205-301135-87;MGM;00159;ARCIBALDA RAJSA 62
2000524;BELASNICA 160-345378-96;BELASNICA;02862;
2000525;AUTO LUNA 160-331602-05;AUTO LUNA;01796;HEROJA PINKIJA BR.2
1312113;TAS SCHAFER GMBH NEMACKA;TAS NEMACKA;00159;
2000526;EURO ORIGINAL DOO 220-61932-51;EURO ORIGINAL;00159;IVANA MILUTINOVICA 31B
2000527;PR GALEB TRAVEL 160-439978-21;GALEB TRAVEL;01482;
2000528;"MASINSKA OBRADA METALA STEELELEMENT;";MASINSKA OBRADA;02620;DIMITRIJA KATICA BB
7006155;EKSPRESNO CISTO;EKSPRESNO CISTO;02450;K.MILOSA 38
7006156;SATHENA-COMM DOO:;SATHENA-COMM;00159;VIDSKA 23
2000590;DHL FREIGHT DOO 275-002022063801623;DHL FREIGHT;00159;
2000530;SENT FILTERS 160-431197-77;SENT FILTERS;00159;IVANA DJAJE 2
2000531;"PROTOTYPE 160-382410-65;";PROTOTYPE;00159;BULEVAR ARSENIJA CARNOVI9
2000532;DIGITAL PRINTING CENTAR 160-214224-29;DIGITAL PRINTING C;00159;KOSOVSKA 3
2000533;KUHNE NAGEL 170-30012434000-87;KUHNE NAGEL;02836;PARTIZANSKA 228
2000534;PAVLOVIC MILAN 265-6550310000193-59;PAVLOVIC MILAN;01673;PRVOG MAJA 37
2000535;GOSI INTERNATIONAL 160-364857-53;GOSI;00159;ZRENJANSKI PUT 84
2000536;TRG AD UR 170-50026016000-98;TRG AD;02450;PRVOG SRPSKOG USTANKA TC
2000537;AUTOSERVIS AUTOLUNA 160-331602-05;AUTOLUNA;01796;HEROJA PINKIJA 2
2000538;MILLENNIUM TEAM 160-207857-21;MILENIUM;02450;VOJVODE STEPE 390
2000539;PDV MONTAZA PROFESION 265-663031000003,,;MONTAZA PROFESIONL;00159;VITANOVACKA 38/20
2000540;KOM JANKOVIC 340-11417240-74;KOM JANKOVIC;02895;PE4TRA I BR 37
2000541;BSB TRANSLOGISTIC 170-30023631000-90;TRANSLOGISTIC;02586;JOSIPA LIHTA 76
2000548;COMET ELECTRONICS DOO 205-51622-34;COMET;00159;BULEVAR A. CARNOJEVICA 17
2000542;AUTOPREVOZNIK IVAN JOVANOVIC 170-5001156;IVAN JOVANOVIC;02450;LOLE RIBARA 48
2000543;SVADBA IZ SNOVA 200-2594760201887-92;SVADBA;02450;TRG HEROJA 4
2000544;BEOMEDIJA 265-1100310003924-14;BEOMEDIJA;00159;RESAVSKA 16B
2000545;CENTRAL 205-224276-52;CENTRAL;00159;
2000546;JASNA ZIVIC200-3010050101031-63;JASNA;01644;
2000547;PR LINK 160-267036-91;PR LINK;00159;
2000549;LF INDUSTRY 165-25530-85;LF;00159;
1008043;DUNAVSKA TRANSPORTNA LOGISTIKA;DUNAVSKA;00159;
2000550;GLO FOTO VIDEO 265-6650310000327-30;GLO;02450;
2000551;KORONA 1992 265-66503100000077-04;KORONA;02450;
2000552;UR KISELJAK MN 355-3200419777-35;KISELJAK;02450;V.JUGOSLAVIJE 2
2000553;IDIOMA 160-375182-21;IDIOMA;00042;BIHACKA 19
2000555;autoprevoznik MILOS SARIC 355-1031507-04;AUTOPREVOZNIK;00008;OREOVICA BB
1231120;ENERGY CONTROL MAKEDONIJA;ENERGY MAKEDONIJA;00159;
2000554;HELI VILJUSKARI 285-1001000000065-18;HELI;00159;DJORDJA STANOJEVICA 11DJ
2000556;NIK ELEKTRO 160-76135-72;NIK;01972;SRPSKIH VLADARA 338
1002244;DST HIDROSISTEM;DST;02449;
2000558;KONNCEPT VSM 265-6650310000443-70;KONNCEPT;02450;
2000557;ZAVOD ZA ZAVARIVANJE 355-1000683-35;ZAVOD ZA ZAVAR;00159;GRCICA MILENKA 67
2000559;AUTOPREVOZNIK PAVLOVIC MILAN RAJCE 265-;AUTOPREVOZNIK RAJC;01673;
2000560;SRBO AUDIT D.O.160-272003-31;SRBO AUDIT;00159;
2000561;ORACAL POLIKARBONATI 265-6410310003332-7;ORACAL;02449;GORANSKA 185
2000563;AUTOTRANSPORT KOSTOLAC 160-130476-43;AUTOTRANSPORT;01232;
